MODEL_USED,MIN_INPUT_TOKENS,MAX_INPUT_TOKENS,MIN_OUTPUT_TOKENS,MAX_OUTPUT_TOKENS,REQ_MIN,EVALUATION,DURATION,URL,TOTAL_REQUESTS,SUCCESS_RATE,MEDIAN_PROMPT_TOKENS,MEDIAN_RESPONSE_TOKENS,JOB_ID,STAGE,RESPONSES_WITHIN_EXPECTED_INTERVAL,RESPONSES_OUTSIDE_EXPECTED_INTERVAL,AVG_TOKENS_PER_REQUEST,AVG_TOKENS_PER_RESPONSE,INPUT_TOKEN_VARIANCE,OUTPUT_TOKEN_VARIANCE,INPUT_TOKEN_PERCENTILES,OUTPUT_TOKEN_PERCENTILES,REQUEST_TOTAL_TOKEN_PERCENTILES,ADDITIVE_EXPECTED_PROPORTIONS,ADDITIVE_TRUE_PROPORTIONS,TERMINATION_REASON,BINARY_SEARCH_DISTANCE,BINARY_SEARCH_RELATIVE_DISTANCE,LARGEST_TRUE,SMALLEST_FALSE,FINISHED
SaaS,example_id,example_id,SaaS,SaaS,12,FALSE,5s,gpu06:9000,2,0.0,,0.000,61788,1,,,1,1,,0,,"{""p50"":1.0,""p75"":1.0,""p90"":1.0,""p95"":1.0,""p99"":1.0}",,,,,,,,12,FALSE
